transaction_id,product_id,category,price,quantity
223,1599003673,clothing,1669.832,4
224,500907518,health & wellness,4027.739,1
225,204195368,baby products,5205.217,4
226,320667000,footwear,8347.143,3
227,1919235197,music instruments,3162.554,8
228,91641199,office equipment,5845.834,4
229,1512325036,automotive,2965.812,4
230,1713696794,furniture,6495.283,4
231,1698677673,home appliances,5147.755,2
232,819142156,video games,4122.175,2
233,1844740702,video games,5606.613,8
234,1367403720,home appliances,6627.143,3
235,1455491334,video games,2584.106,9
236,1814291224,groceries,3325.613,3
237,1536090479,pet supplies,3142.145,9
238,1885165556,baby products,7294.564,8
239,1025351264,health & wellness,3982.798,5
240,342008550,jewelry,5387.768,9
241,823710686,office equipment,6345.437,1
242,1708879313,electronics,3891.442,3
243,622751842,electronics,2982.325,9
244,1699583141,health & wellness,2919.527,7
245,1992676486,home appliances,9411.508,6
246,1137063823,jewelry,8779.183,6
247,855667670,office equipment,5447.037,9
248,800937839,clothing,342.97,7
249,541742487,music instruments,9472.045,9
250,457247589,beauty products,8611.195,8
251,561694878,footwear,2754.721,1
252,778192306,office equipment,1023.675,2
253,1367403720,home appliances,6522.374,5
254,1306670289,office equipment,3114.184,7
255,340251159,books,5208.033,1
256,1109981438,video games,3296.251,2
257,2053978551,video games,4962.516,3
258,1039173955,beauty products,2273.317,9
259,1142896841,groceries,3957.503,1
260,2053978551,video games,6049.21,2
261,1906125674,books,3023.705,3
262,483712993,clothing,2511.946,9
263,1376357188,beauty products,7950.92,2
264,1025351264,health & wellness,5238.646,4
265,1793652669,health & wellness,2482.769,9
266,515042145,pet supplies,8611.143,1
267,372308240,groceries,4791.724,6
268,1039173955,beauty products,849.249,7
269,1368404620,health & wellness,5639.387,4
270,850834603,health & wellness,4367.153,9
271,800937839,clothing,9406.804,3
272,600319365,electronics,3975.269,7
273,1517526913,furniture,6628.953,6
274,994361990,automotive,2660.477,3
275,578329435,baby products,6316.282,4
276,1713696794,furniture,4148.576,5
277,1512325036,automotive,9474.786,6
278,1862756016,footwear,5298.268,2
279,1248120526,music instruments,8876.068,3
280,1995099728,music instruments,4126.157,4
281,578329435,baby products,2678.163,7
282,2075523004,groceries,4530.637,6
283,1248120526,music instruments,1074.605,4
284,723521992,gardening tools,3395.929,3
285,1225380716,home appliances,8840.581,3
286,372308240,groceries,4476.173,7
287,231384719,beauty products,4959.558,9
288,796959390,groceries,5133.147,3
289,2017170646,toys,9411.523,6
290,362274091,furniture,6249.542,5
291,1777002356,pet supplies,4697.533,7
292,1527108616,stationery,7467.819,3
293,1833073129,home appliances,1720.3,2
294,1949208735,groceries,4802.348,4
295,1561269197,groceries,8434.797,6
296,622751842,electronics,3457.928,8
297,541742487,music instruments,4556.15,5
298,2133476064,electronics,692.438,2
299,1116371035,home appliances,4058.018,6
300,210773830,beauty products,1135.104,6
301,1191026254,books,3080.812,1
302,215345712,electronics,6151.955,5
303,1699583141,health & wellness,9751.679,6
304,1859794132,gardening tools,3886.554,4
305,2053978551,video games,5631.583,5
306,2136995218,books,1793.401,5
307,1039173955,beauty products,155.219,8
308,2065434994,video games,6107.552,5
309,1906125674,books,9582.999,8
310,2049039529,baby products,8581.598,3
311,1379273443,toys,3868.801,8
312,2075523004,groceries,1875.339,2
313,2080804601,sports equipment,9211.505,1
314,1475339095,electronics,2937.341,7
315,117705289,baby products,7938.981,5
316,1713696794,furniture,3437.233,9
317,1801384368,pet supplies,2928.263,1
318,1599003673,clothing,7747.401,1
319,531671154,toys,7709.268,5
320,1248120526,music instruments,3075.012,7
321,69884080,automotive,5317.068,3
322,796959390,groceries,7096.442,4
323,179621941,pet supplies,3209.735,2
324,1032965138,baby products,2176.745,1
325,612735084,footwear,824.527,3
326,1903234995,furniture,6014.479,3
327,398363048,stationery,3180.339,7
328,1237834564,jewelry,4235.731,3
329,1406102267,beauty products,4730.826,8
330,723521992,gardening tools,367.122,8
331,1453875570,electronics,103.25,4
332,1947479219,jewelry,564.973,5
333,242089788,health & wellness,7611.015,4
334,1824114785,health & wellness,1034.675,8
335,1829394966,health & wellness,2500.143,5
336,521338477,clothing,4758.596,4
337,1683643586,stationery,7476.439,5
338,572374281,baby products,9242.451,9
339,71441835,clothing,8460.512,6
340,1527108616,stationery,8296.746,6
341,1669437915,health & wellness,2809.836,7
342,1306670289,office equipment,4842.704,2
343,307449012,home appliances,5112.042,5
344,988869204,office equipment,4919.814,5
345,1667974582,jewelry,777.585,5
346,372308240,groceries,4568.931,8
347,1002588816,furniture,315.914,9
348,342008550,jewelry,9250.753,9
349,294310874,clothing,1855.676,9
350,1248120526,music instruments,1054.426,4
351,1286482790,clothing,9057.466,6
352,716063076,clothing,4488.498,8
353,297000639,groceries,3710.488,9
354,2129864628,footwear,9356.995,8
355,175118104,health & wellness,2167.594,5
356,368717182,electronics,8129.103,6
357,937651753,toys,9935.248,1
358,1237834564,jewelry,3147.85,4
359,372308240,groceries,9025.538,4
360,778192306,office equipment,5427.427,1
361,1039173955,beauty products,7574.229,8
362,1925839061,gardening tools,953.787,4
363,1150594801,home appliances,2773.544,1
364,633519081,clothing,5703.899,2
365,849709582,beauty products,3382.978,9
366,229561528,office equipment,5143.026,8
367,2049039529,baby products,1636.712,4
368,417477468,gardening tools,4002.56,5
369,937651753,toys,8050.547,6
370,1884492587,electronics,1439.056,3
371,1430969612,music instruments,6138.353,5
372,644179360,clothing,7527.802,6
373,600319365,electronics,719.261,3
374,475466459,pet supplies,8581.59,8
375,475466459,pet supplies,2503.791,9
376,1608410707,video games,8405.969,8
377,821525902,home appliances,8127.706,2
378,1587427526,music instruments,9304.339,5
379,1039173955,beauty products,1990.483,9
380,1995099728,music instruments,3608.591,2
381,1885165556,baby products,3767.392,6
382,730806518,sports equipment,6106.845,7
383,980628745,jewelry,3669.841,4
384,670995920,pet supplies,4327.557,9
385,1910191740,toys,4249.778,6
386,1844740702,video games,2638.822,9
387,76882415,video games,9800.86,5
388,231384719,beauty products,8342.62,6
389,789434681,gardening tools,5880.59,3
390,876962230,stationery,3384.396,1
391,762545431,health & wellness,7548.908,5
392,1286482790,clothing,1966.237,1
393,117705289,baby products,3629.636,5
394,1424908558,clothing,5092.741,9
395,1910191740,toys,7271.006,9
396,2033551700,automotive,2151.131,3
397,1949043842,automotive,6957.351,5
398,1304380259,video games,6051.596,3
399,1857489323,sports equipment,2331.094,8
400,1692877764,music instruments,8488.72,6
401,1121647317,books,3710.947,7
402,1833073129,home appliances,4809.808,5
403,726189842,baby products,7742.141,1
404,1406102267,beauty products,7469.642,8
405,514020621,home appliances,3733.453,9
406,992390275,gardening tools,1837.029,9
407,1025351264,health & wellness,9623.866,4
408,1577182569,music instruments,9080.038,4
409,787727998,furniture,1855.445,9
410,2129864628,footwear,5030.047,2
411,515325080,jewelry,9858.377,4
412,650034099,sports equipment,6585.713,7
413,600319365,electronics,5260.613,5
414,515042145,pet supplies,185.326,5
415,179621941,pet supplies,8104.704,9
416,38875779,furniture,5212.906,1
417,886354809,books,3712.366,1
418,927481979,automotive,2478.403,9
419,2082787626,clothing,5593.858,7
420,2068328844,clothing,7080.534,2
421,577227248,stationery,1518.08,7
422,227377970,stationery,7192.567,4
423,403841944,pet supplies,3835.463,7
424,514020621,home appliances,5939.479,7
425,1311343777,health & wellness,3366.278,4
426,38875779,furniture,5014.605,1
427,229561528,office equipment,8021.228,1
428,1344100322,pet supplies,1660.446,3
429,520214573,electronics,2181.713,6
430,209308608,video games,5333.331,8
431,1532211223,automotive,2693.437,1
432,787727998,furniture,2191.56,3
433,1076108933,jewelry,3563.031,7
434,2120222751,books,1056.16,4
435,38875779,furniture,9085.757,3
436,1518471978,video games,8549.571,9
437,241771444,clothing,2186.494,4
438,1510008483,automotive,4924.299,7
439,1447558439,jewelry,6997.603,8
440,633519081,clothing,8708.205,2
441,498005347,video games,6725.605,4
442,257124945,jewelry,7502.767,2
443,1311343777,health & wellness,2891.72,3
444,1889923808,beauty products,6970.735,2
445,677769557,stationery,3950.608,2
446,1627783656,home appliances,7805.274,7
447,1992676486,home appliances,4721.663,4
448,1093079540,sports equipment,4695.026,4
449,1236612216,health & wellness,9180.69,2
450,1039173955,beauty products,923.048,7
451,980628745,jewelry,4578.581,4
452,1455491334,video games,5911.355,3
453,1344100322,pet supplies,7513.955,4
454,366888422,electronics,5280.691,6
455,227377970,stationery,9286.965,7
456,1949208735,groceries,9705.503,5
457,1683643586,stationery,8610.343,7
458,992390275,gardening tools,9663.076,1
459,1237834564,jewelry,4533.669,5
460,146476067,baby products,2321.117,6
461,1798662524,sports equipment,1150.796,8
462,501895564,toys,1257.365,9
463,994361990,automotive,7425.291,5
464,1242752305,baby products,1091.094,7
465,362327622,music instruments,8909.518,6
466,1850005636,pet supplies,2664.098,3
467,927481979,automotive,5777.937,6
468,500907518,health & wellness,1967.565,7
469,527596666,groceries,3952.583,6
470,241771444,clothing,8756.686,4
471,1923478380,health & wellness,8314.874,8
472,457247589,beauty products,1084.299,3
473,988869204,office equipment,3849.822,9
474,257124945,jewelry,5373.64,9
475,210773830,beauty products,624.192,4
476,242089788,health & wellness,3691.091,1
477,2018830209,video games,479.727,3
478,233371097,sports equipment,5044.806,8
479,1561269197,groceries,9085.42,9
480,1691150058,clothing,981.752,2
481,1831737191,home appliances,519.087,7
482,1034781749,gardening tools,8378.811,8
483,1913985361,groceries,8962.885,7
484,233371097,sports equipment,7464.756,2
485,387374868,footwear,7496.128,6
486,423917033,clothing,1742.167,5
487,445429797,video games,7329.976,7
488,887988365,music instruments,5819.34,7
489,1304380259,video games,6718.234,8
490,1471692848,stationery,6564.964,3
491,1873621262,clothing,7314.362,8
492,1782455589,gardening tools,6243.287,3
493,76882415,video games,7202.518,7
494,439077726,pet supplies,2440.996,5
495,521338477,clothing,4382.492,8
496,1442158189,books,4645.501,9
497,5060437,toys,495.492,3
498,778192306,office equipment,132.523,9
499,1379273443,toys,8793.616,2
500,1798662524,sports equipment,9055.053,8
501,1020841474,automotive,3167.347,6
502,572374281,baby products,4627.942,5
503,1447558439,jewelry,877.273,4
504,600319365,electronics,7623.173,9
505,1672038428,books,3797.763,8
506,1957774531,groceries,3853.104,2
507,885897814,automotive,8632.056,2
508,294414351,health & wellness,6376.676,7
509,1104919492,home appliances,3918.253,5
510,270549103,toys,317.645,2
511,148414446,furniture,224.324,8
512,1771599689,toys,8687.164,6
513,1718611912,footwear,7032.28,8
514,502840287,music instruments,8685.193,7
515,1452976924,clothing,2090.264,4
516,2051329953,health & wellness,4683.296,5
517,789434681,gardening tools,8358.371,1
518,1070714670,baby products,9797.559,9
519,750023569,health & wellness,4219.919,1
520,1039173955,beauty products,6709.388,6
521,1718330206,electronics,7246.228,5
522,1215912223,beauty products,2224.647,3
523,819142156,video games,257.015,9
524,1902867949,jewelry,1999.237,2
525,670934110,furniture,9601.449,3
526,1368404620,health & wellness,2008.149,7
527,500907518,health & wellness,3.633,4
528,1769511038,jewelry,8612.546,5
529,853301975,toys,4273.261,3
530,1683643586,stationery,5957.737,8
531,483712993,clothing,9677.988,5
532,612735084,footwear,1445.625,9
533,1910191740,toys,8102.497,1
534,31887856,video games,6538.695,6
535,2049039529,baby products,186.456,7
536,1949208735,groceries,8971.968,2
537,1517526913,furniture,7120.054,7
538,921594251,gardening tools,8901.769,2
539,802587715,sports equipment,6120.751,1
540,935551326,stationery,4401.006,6
541,1510008483,automotive,5654.519,1
542,2018830209,video games,6963.212,7
543,862249815,toys,1386.892,7
544,909970691,office equipment,1851.5,7
545,457247589,beauty products,8036.892,1
546,1788587420,electronics,8611.446,6
547,1898672267,jewelry,8008.995,8
548,1512325036,automotive,5521.42,9
549,1705064000,sports equipment,5435.51,6
550,1347994309,beauty products,4914.888,2
551,1166546721,books,5885.978,8
552,340251159,books,2256.509,3
553,843722198,clothing,1889.208,6
554,1447558439,jewelry,9394.728,6
555,502840287,music instruments,9253.38,6
556,1532211223,automotive,5398.549,7
557,821525902,home appliances,9865.277,5
558,69109458,stationery,3594.582,7
559,568851240,music instruments,4165.729,2
560,1713696794,furniture,3416.055,5
561,1301533919,beauty products,9711.336,8
562,1708879313,electronics,5149.553,6
563,1687499683,pet supplies,9524.782,2
564,1997882693,pet supplies,7728.991,6
565,1801901149,furniture,2210.856,4
566,532079390,groceries,5583.922,5
567,2087792802,books,8576.594,5
568,1844740702,video games,8560.44,5
569,1950580824,gardening tools,1608.729,2
570,598824495,jewelry,2965.918,6
571,1882211470,sports equipment,4262.713,3
572,1793652669,health & wellness,1717.833,4
573,1287040517,sports equipment,4069.665,7
574,1831737191,home appliances,2615.13,3
575,1921453446,jewelry,3380.986,5
576,1833073129,home appliances,3157.753,6
577,833720377,sports equipment,5159.839,4
578,136480419,health & wellness,6676.164,3
579,2096773890,footwear,1919.162,1
580,1712005799,beauty products,1178.352,4
581,1165779006,health & wellness,286.07,5
582,1923478380,health & wellness,106.063,2
583,2096773890,footwear,4742.834,9
584,1162425192,footwear,5394.04,6
585,1367403720,home appliances,4215.428,4
586,901920682,clothing,3728.991,3
587,1798662524,sports equipment,3835.017,4
588,146476067,baby products,9960.464,4
589,935551326,stationery,2638.582,8
590,1237834564,jewelry,4964.609,2
591,1304380259,video games,1996.0,5
592,848055652,footwear,1361.314,4
593,730806518,sports equipment,3062.151,1
594,1536090479,pet supplies,207.184,1
595,441816453,automotive,9788.855,2
596,403841944,pet supplies,6271.501,6
597,1798662524,sports equipment,5705.412,8
598,633519081,clothing,5967.404,2
599,993490103,video games,2280.903,9
600,1801901149,furniture,6310.052,5
601,1304380259,video games,8364.132,1
602,823710686,office equipment,4585.804,5
603,944271525,books,2451.24,7
604,257124945,jewelry,2619.323,1
605,2132447198,office equipment,301.844,8
606,439077726,pet supplies,3564.408,3
607,1957774531,groceries,6786.036,4
608,994361990,automotive,1296.065,4
609,698408037,office equipment,2767.711,1
610,1812415263,gardening tools,9237.253,5
611,2045205718,video games,196.619,5
612,1570863394,stationery,1941.84,5
613,2082787626,clothing,9458.596,7
614,1992676486,home appliances,1713.674,5
615,1070106970,baby products,6261.503,1
616,1788587420,electronics,8755.374,5
617,59828236,footwear,3885.433,8
618,148414446,furniture,2329.415,8
619,1735770397,baby products,5346.029,9
620,1451245724,health & wellness,1318.252,5
621,643232918,groceries,8675.162,9
622,1242752305,baby products,6475.025,1
623,1091140311,books,2039.4,7
624,375510173,jewelry,6488.529,4
625,184308359,stationery,7692.792,6
626,1950194688,clothing,8031.423,4
627,203911852,automotive,9731.797,4
628,2096773890,footwear,7473.845,5
629,2111937750,sports equipment,2118.466,9
630,1849428425,baby products,8070.348,5
631,1960494380,gardening tools,2.232,9
632,2132447198,office equipment,6170.637,9
633,1921453446,jewelry,3799.347,2
634,883462662,clothing,8148.173,8
635,849709582,beauty products,740.34,5
636,2136995218,books,1905.728,1
637,1902867949,jewelry,4884.918,9
638,457247589,beauty products,6677.007,6
639,1143030004,clothing,938.217,3
640,1236612216,health & wellness,5227.186,3
641,802587715,sports equipment,6266.622,5
642,327386351,electronics,984.035,2
643,630483981,books,5034.878,1
644,698408037,office equipment,9387.679,6
645,944271525,books,5683.232,2
646,231384719,beauty products,1448.423,6
647,475466459,pet supplies,2428.693,9
648,109018906,jewelry,7979.137,4
649,231384719,beauty products,395.71,5
650,515042145,pet supplies,6392.26,2
651,1633905399,automotive,9416.635,2
652,1286482790,clothing,3578.785,3
653,949464178,clothing,9500.947,6
654,1103349562,music instruments,7930.083,3
655,861644269,electronics,1100.735,5
656,1583065564,toys,777.115,6
657,1780358863,clothing,6155.624,8
658,1117048122,baby products,83.253,7
659,1347994309,beauty products,7459.743,6
660,1551232981,clothing,8238.32,8
661,1951092130,health & wellness,8920.452,5
662,1797306247,stationery,1962.635,4
663,1411510110,toys,1690.946,6
664,1174221282,stationery,5412.668,1
665,1367311924,music instruments,9499.436,4
666,646911557,sports equipment,9915.634,6
667,1117048122,baby products,9024.416,9
668,1020841474,automotive,6348.016,5
669,1287040517,sports equipment,7215.807,6
670,1175940912,automotive,9202.421,4
671,1565428188,electronics,6334.792,5
672,819142156,video games,9706.952,5
673,69109458,stationery,2534.703,9
674,630483981,books,2320.539,4
675,146476067,baby products,1582.09,1
676,552017767,jewelry,7619.894,7
677,850834603,health & wellness,9067.451,7
678,879633168,jewelry,5640.058,1
679,1043125479,health & wellness,4327.114,6
680,1212561613,pet supplies,5984.11,8
681,157957114,groceries,9363.781,3
682,372308240,groceries,7082.827,8
683,1857861078,groceries,2597.825,1
684,2091114759,sports equipment,9988.868,3
685,787727998,furniture,5718.723,1
686,111922728,electronics,4461.33,8
687,679238885,stationery,3609.918,5
688,1388756970,pet supplies,8564.998,6
689,256071051,electronics,4598.241,2
690,1264362090,video games,6968.896,1
691,531671154,toys,5101.152,2
692,1925839061,gardening tools,4755.578,6
693,1724385408,groceries,2612.462,7
694,241996436,books,9462.297,4
695,157957114,groceries,4390.682,7
696,233371097,sports equipment,3404.985,8
697,1782455589,gardening tools,9697.908,6
698,1451245724,health & wellness,2858.316,2
699,1587669959,sports equipment,5427.474,9
700,423917033,clothing,8621.677,2
701,1633982532,books,1125.348,1
702,2025038782,pet supplies,8258.423,1
703,1378417399,clothing,1778.205,3
704,147822201,beauty products,8859.709,9
705,2075523004,groceries,70.438,3
706,1902956923,video games,6311.77,5
707,1167548595,pet supplies,1768.698,4
708,1780358863,clothing,6025.107,3
709,1283131834,video games,8546.632,3
710,1378417399,clothing,6447.928,9
711,646911557,sports equipment,942.665,3
712,1633905399,automotive,2746.257,6
713,1248120526,music instruments,5298.124,3
714,1367311924,music instruments,6869.876,1
715,1797306247,stationery,5385.01,8
716,57079257,beauty products,9508.424,5
717,1713696794,furniture,4814.69,5
718,1845450909,gardening tools,8267.87,6
719,441816453,automotive,3016.995,6
720,646911557,sports equipment,3300.677,8
721,644179360,clothing,3801.84,9
722,112708801,electronics,8129.669,1
723,1799002988,beauty products,8022.833,2
724,1388756970,pet supplies,2839.559,2
725,1820967129,electronics,3980.029,7
726,1149045718,clothing,2882.877,7
727,1883644424,video games,9713.764,3
728,1143030004,clothing,1984.623,6
729,1861970010,pet supplies,9922.277,2
730,219459389,books,8619.563,3
731,1463391003,footwear,6537.509,3
732,372113422,jewelry,2376.844,8
733,1110960091,automotive,1801.02,4
734,441816453,automotive,9000.418,6
735,1392908660,furniture,9370.304,7
736,879633168,jewelry,5758.508,9
737,848055652,footwear,4204.518,2
738,643232918,groceries,1342.868,6
739,564515495,home appliances,1768.032,9
740,1942452249,home appliances,4241.687,2
741,742959378,electronics,6697.234,8
742,2132447198,office equipment,9423.215,7
743,1137063823,jewelry,7916.149,6
744,1945366953,office equipment,1942.356,4
745,1137063823,jewelry,6165.668,2
746,935847084,toys,3705.92,3
747,353748825,home appliances,2417.243,8
748,387374868,footwear,1245.9,4
749,621497081,stationery,7808.37,1
750,1236843274,automotive,283.603,1
751,1708879313,electronics,2126.95,4
752,146476067,baby products,53.984,1
753,1149045718,clothing,5014.421,4
754,49734853,jewelry,116.599,8
755,362274091,furniture,3194.043,8
756,712414260,sports equipment,8610.781,7
757,935847084,toys,7035.909,9
758,1032965138,baby products,3771.847,8
759,2111937750,sports equipment,3290.387,6
760,1462153980,clothing,7402.927,8
761,445429797,video games,3726.41,7
762,1490854420,groceries,8502.819,6
763,1536090479,pet supplies,4279.474,2
764,2043535061,video games,4988.9,5
765,1588320514,footwear,5581.198,4
766,2101950349,pet supplies,9644.126,9
767,1771599689,toys,180.974,6
768,1949208735,groceries,8938.703,8
769,136480419,health & wellness,4485.657,5
770,1032965138,baby products,7686.623,4
771,1004823936,video games,7309.296,6
772,71441835,clothing,6962.476,6
773,561694878,footwear,3158.317,2
774,210937148,books,1962.371,3
775,375510173,jewelry,6380.389,8
